ID,UPA,EventDate,Employer,Address1,Address2,City,State,Zip,Latitude,Longitude,Primary NAICS,Hospitalized,Amputation,Inspection,Final Narrative,Nature,NatureTitle,Part of Body,Part of Body Title,Event,EventTitle,Source,SourceTitle,Secondary Source,Secondary Source Title
2015129506,1046630,12/15/2015,"ProShield Roofing, LLC.",139 Estrella Crossing,,GEORGETOWN,TEXAS,78626,30.67,-97.7,238160,1,0,1113692,"An employee fell approximately 20 feet from the roof of a two story building. The employee's fall arrest system was not hooked to the safety line at the time. As a result of the fall, the employee suffered three broken ribs and a broken right hand.",111,Fractures,899,"Multiple body parts, n.e.c.",4334,Other fall to lower level 16 to 20 feet,6540,"Roofs, unspecified",,
2015129599,1048366,12/18/2015,Betco Scaffolding,200 E. Market Street,,SAN ANTONIO,TEXAS,78219,29.42,-98.48,238910,1,0,,"Employees were dismantling a system scaffold 20 feet in the air. When one of the employees removed a gravity pin that was holding a coupling pin for a scaffold leg, the leg released and fell 20 feet below striking another employee on the right arm above the elbow and on his right middle finger. The employee was hospitalized with a puncture wound above the elbow and a broken right finger.",1839,"Fractures and other injuries, n.e.c.",4819,"Hand(s) and arm(s), n.e.c.",6239,"Struck by falling object or equipment, n.e.c.",4123,"Metal pipes, tubing",,
2015129606,1048006,12/18/2015,Winco Masonry,2305 E. Main St.,,LEAGUE CITY,TEXAS,77573,29.52,-95.07,238140,0,1,,An employee operating a 20 inch masonry saw to cut cinder block amputated his left thumb when the saw kicked back.,1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",6252,Injured by slipping or swinging object held by injured worker,7224,"Saws-powered, except chainsaws",,
2015129682,1048827,12/22/2015,"QC Waterproofing, LLC.",1500 Red River Rd.,,AUSTIN,TEXAS,78715,30.19,-97.8,238390,1,0,1114069,An employee was waterproofing and fell approximately 15 feet through a hole resulting in a broken back.,111,Fractures,320,"Back, including spine, spinal cord, unspecified",4323,Fall through surface or existing opening 11 to 15 feet ,9999,Nonclassifiable,,
2015129706,1048853,12/23/2015,The Industrial Company,1640 Smithers Lake Road,,THOMPSONS,TEXAS,77481,29.48,-95.59,237990,0,1,,An iron worker was installing a skillet valve. The employee's right hand became lodged between two pipes near the valve and he suffered a partial amputation of his right thumb.,1311,Amputations,4420,"Finger(s), fingernail(s), unspecified",642,Compressed or pinched by shifting objects or equipment,4120,"Pipes, ducts, tubing, unspecified",,
2015129786,1049615,12/29/2015,"East Texas Utility Service, Inc.","FM 1793 and State Hwy 59 North of Marshall, TX",,MARSHALL,TEXAS,75670,32.55,-94.38,237130,1,0,1116404,"An employee was relocating the skidder digger.  While turning around, the vehicle was half on, half off the blacktop.  The right side of the skidder sunk into the soft dirt and it started to tip over.  The employee was pinned under the skidder cage. The employee sustained lacerations to the left ear and eye and a left shoulder injury. The employee was not wearing a seat belt at the time.",132,"Cuts, lacerations",18,Multiple head locations,2731,"Jack-knifed or overturned, nonroadway",3222,"Skid steer loaders, mini loaders",,
2015129811,1049873,12/30/2015,"FTS USA, LLC.",610 Cardinal Ln.,,AUSTIN,TEXAS,78713,30.23,-97.76,238210,1,0,,"While the company was installing Google Fiber Optic cable on the public road, a vehicle ran through the traffic cones and struck an employee. The employee was hospitalized with a broken leg.",111,Fractures,510,"Leg(s), unspecified",2412,Pedestrian struck by forward-moving vehicle in work zone ,840,"Highway vehicle, motorized, unspecified",,
2015129893,1051128,12/30/2015,Palacios Marine & Industrial Coatings Inc,Buckeye Texas Processing,1501 Southern Minerals Rd.,CORPUS CHRISTI,TEXAS,78409,27.8,-97.51,237990,1,0,,Four employees were riding on an ATV when the ATV rolled over. One of the employee's right leg was pinned under the ATV and severely lacerated. The employee was hospitalized.,132,"Cuts, lacerations",510,"Leg(s), unspecified",2731,"Jack-knifed or overturned, nonroadway",8611,"ATV, all terrain vehicle",,
2015129908,1050512,12/31/2015,Ceco Concrete Construction,790 S. Buchanan,,AMARILLO,TEXAS,79105,35.2,-101.83,238110,1,0,1116439,"An employee was working from a scissor lift while removing a section of form work from the ceiling. Meanwhile, another section of form work came down and fractured his left leg.",111,Fractures,510,"Leg(s), unspecified",6239,"Struck by falling object or equipment, n.e.c.",659,"Structural elements, n.e.c.",,
2016010019,1051165,1/2/2016,"Capitol city Janitorial, Inc",500 East St. Johns Avenue,,AUSTIN,TEXAS,78752,30.33,-97.7,238990,1,0,,An assailant robbed and struck an employee in the head with a wooden stick while the employee was taking trash to the dumpster outside of the church being cleaned.,160,"Intracranial injuries, unspecified",111,Brain,1113,"Hitting, kicking, beating, shoving",5771,Robber,,
2016010066,1051345,1/5/2016,Quantum Mechanical Services,8687 North Central Expressway,,DALLAS,TEXAS,75231,32.86,-96.77,238220,1,0,,"An employee was cutting the blower section of an air unit out. As he was cutting the blower, a section that he was cutting fell off of the frame, which caused the blower wheel to fall to the floor. It landed on his right boot and cut through the steel reinforcement, damaging two of his middle toe tips.",1972,"Soreness, pain, hurt-nonspecified injury",532,"Toes(s), toenail(s)",6233,Struck by object falling from vehicle or machinery-other than vehicle part,4429,"Machine and appliance parts, n.e.c.",339,"Heating, cooling, and cleaning machinery and appliances, n.e.c."
2016010076,1051274,1/5/2016,"Binswanger Enterprises, LLC",5400 Legacy Drive,,PLANO,TEXAS,75024,33.07,-96.81,238150,1,0,1116568,"Four employees were setting up a suspended scaffold. Three employees were on a level above. The injured employee was standing on a lower level, receiving materials from the employees working above. The employee stepped backwards and fell approximately 8 to 10 feet, breaking multiple back bones.",111,Fractures,320,"Back, including spine, spinal cord, unspecified",4332,Other fall to lower level 6 to 10 feet,6344,Scaffolds-suspended staging,,
2016010127,1051836,1/7/2016,"R and L Electric, Inc.",22742 Holzwarth Rd.,,SPRING,TEXAS,77388,30.11,-95.49,238210,1,0,,"After hanging pipe, an employee fell approximately 10 feet to the ground while descending a ladder.  The employee lost consciousness and suffered head and face contusions.",160,"Intracranial injuries, unspecified",111,Brain,4332,Other fall to lower level 6 to 10 feet,7420,"Movable ladders, unspecified",,
2016010132,1052204,1/7/2016,"HELLAS CONSTRUCTION, INC.",1902 N. Adam St,,BEEVILLE,TEXAS,78102,28.41,-97.75,236220,1,0,,An employee was cutting concrete when a piece of concrete chipped off and struck the employee's left eye. The employee required surgery.,1972,"Soreness, pain, hurt-nonspecified injury",132,Eye(s),6241,"Struck by dislodged flying object, particle",9419,"Chips, particles, splinters, n.e.c.",,
2016010156,1051812,1/7/2016,JLB Contracting LLC,Panola Ave.,,FORT WORTH,TEXAS,76103,32.74,-97.26,237310,1,0,,"An employee was loading a pneumatic roller onto a flat bed trailer.  Once the roller was centered, the employee attempted to place the roller in park, but hit the wrong lever.  The roller started to move in reverse, so the employee tried to put it back into forward.  The rear wheels started to spin and the roller fell off the flat bed trailer.  The employee held on as the roller was turning over and hit a mailbox.  The impact with the mailbox broke the employee's left femur.",111,Fractures,511,Thigh(s),4330,"Other fall to lower level, unspecified",8421,"Semi, tractor-trailer, tanker truck",,
2016010248,1052834,1/11/2016,"NTX Valve and Pump, LLC",1975 W. US HWY 380,,BRIDGEPORT,TEXAS,76426,33.19,-97.8,238910,1,0,1118652,An employee was attempting to warm spray paint cans in front of a heater when the cans caught fire and burned the employee's hands and forehead.,1520,"Heat (thermal) burns, unspecified",899,"Multiple body parts, n.e.c.",317,"Ignition of vapors, gases, or liquids",1862,Paint,,
2016010295,1053187,1/12/2016,"REPCON, INC",2555 Savannah Ave,,PORT ARTHUR,TEXAS,77640,29.88,-93.94,237990,1,0,,"An employee was coming down a ladder and slipped on the bottom rung. The employee fell to the concrete, fracturing a hip.",111,Fractures,341,Hip(s),4331,Other fall to lower level less than 6 feet,740,"Ladders, unspecified",,
2016010302,1054989,1/14/2016,STI Construction,1911 Holcombe,,HOUSTON,TEXAS,77010,29.7,-95.39,238910,1,0,,"While driving a buggy, an employee's ankle was crushed between the buggy and a barilla (storage of project material) full of screw jacks. His ankle broke.",111,Fractures,52,Ankle(s),2721,Part of occupant’s body caught between vehicle and other object in nonroadway transport incident,869,"Off-road or industrial vehicle-powered, n.e.c",2119,"Containers-nonpressurized, n.e.c."
2016010383,1053971,1/14/2016,VLA Construction LLC.,825 Sunfish St,,LAKEWAY,TEXAS,78734,30.36,-97.98,238320,1,0,,An employee broke his left ankle when his ladder collapsed as he was painting the side of a house.,111,Fractures,52,Ankle(s),4330,"Other fall to lower level, unspecified",7420,"Movable ladders, unspecified",,
2016010418,1055302,1/15/2016,J4 Development,600 N. Carolina Dr.,,EL PASO,TEXAS,79915,31.74,-106.36,236210,1,0,,"On January 15, 2016, at approximately 11:00 am, an employee was installing siding and slipped and fell. He was wearing his harness and lanyard which arrested his fall, but he struck a small brick wall and broke his left leg. The employee was hospitalized.",111,Fractures,510,"Leg(s), unspecified",45,Fall or jump curtailed by personal fall arrest system ,9999,Nonclassifiable,,
2016010514,1054733,1/19/2016,"H & S CONSTRUCTORS, INC.",Nueces Blvd,Citgo East,CORPUS CHRISTI,TEXAS,78409,27.8,-97.51,238220,1,0,1118606,An employee was climbing a scaffold when the scaffold came apart.  The employee fell 12-15 feet to the ground resulting in a upper left thigh laceration and a compression fracture to the T10 vertebra.,111,Fractures,321,Thoracic region,4313,Fall from collapsing structure or equipment 11 to 15 feet ,6340,"Scaffolds-staging, unspecified",,
2016010544,1055205,1/20/2016,TNT Crane & Rigging Inc.,900 N Shoreline Blvd,,CORPUS CHRISTI,TEXAS,78401,27.79,-97.39,238990,1,0,,"An employee was positioned at the rear of a 60 ton truck crane. The crane's outrigger jacks were raised in preparation for re-positioning the crane.  As the jacks were raised the crane traveled backward approximately 5 feet. As a result, the employee's right leg was caught between the rear of the 60 ton crane and the outrigger mats being utilized by an adjacent 240 ton crane. The employee suffered a puncture wound and fracture to the right knee requiring corrective surgery.",111,Fractures,512,Knee(s),6211,Caught between rolling powered vehicle and other object,3431,Cranes-truck-mounted,799,"Tools, instruments, and equipment, n.e.c."
2016010572,1055763,1/21/2016,"WILLBROS USA, INC.",15252 Jacinto Port Blvd.,,HOUSTON,TEXAS,77015,29.75,-95.13,237120,1,0,,"An employee was trying to show a coworker the controls on a skid steer to deactivate the interlock on the fork attachment. While the employee was pointing out the disengagement button, the coworker immediately pressed it, causing the forks to lift and pin the injured employee between the fork mast and the cab. The employee suffered a fractured hip.",111,Fractures,341,Hip(s),642,Compressed or pinched by shifting objects or equipment,3222,"Skid steer loaders, mini loaders",,
2016010610,1056136,1/22/2016,"MLD Services, LLC",Amli Covered Bridge Phase 2,6804 Covered Bridge Drive,AUSTIN,TEXAS,78736,30.24,-97.9,238220,1,0,,"An employee was climbing a ladder to install a venting pipe when his hand slipped off the ladder rung, causing him to fall backwards onto the second floor deck. He fell approximately 6 to 8 feet, fracturing his left arm and breaking three ribs.",111,Fractures,899,"Multiple body parts, n.e.c.",4332,Other fall to lower level 6 to 10 feet,740,"Ladders, unspecified",,
2016010611,1056322,1/22/2016,"Advanced Concrete Surfaces, LLC",411 E Cesar E. Chavez Blvd.,,SAN ANTONIO,TEXAS,78204,29.41,-98.49,238110,1,0,1120822,"An employee fell from a second floor breezeway to the ground floor of a new apartment complex while pulling a concrete hose, requiring hospitalization. Guardrails were not in place at the time of the incident.",10,"Traumatic injuries and disorders, unspecified",9999,Nonclassifiable,4333,Other fall to lower level 11 to 15 feet ,6399,"Structures, n.e.c.",,
2016010621,1057059,1/22/2016,Utility Construction Services,CR 1160 ,5 Miles south of Mildand,MIDLAND,TEXAS,79701,31.99,-102.08,237130,1,0,,"An employee was installing two jumpers on a double dead end when an arc flash occurred, burning the employee's arms and upper chest.",1530,"Electrical burns, unspecified",899,"Multiple body parts, n.e.c.",5112,"Direct exposure to electricity, greater than 220 volts",4415,"Power lines, transformers, convertors",,
2016010645,1057818,1/22/2016,"Classic Construction & Restoration, Inc.",DFW Grating,3835 Singleton Boulevard,DALLAS,TEXAS,75212,32.78,-96.87,238990,1,0,1122582,"On 1/22/2016 at 12:00 PM, an employee fell through the roof of a building after stepping onto one of the skylights.",10,"Traumatic injuries and disorders, unspecified",9999,Nonclassifiable,4320,"Fall through surface or existing opening, unspecified",6541,Skylights,,
2016010654,1056352,1/23/2016,"Entech Sales & Service, Inc.",3000 N. I-35,,DENTON,TEXAS,76201,33.18,-97.1,238220,0,1,,"An employee was cleaning an air handling unit when his hand was caught between a pulley and a belt, partially amputating his left middle fingertip.",1311,Amputations,4422,Fingertip(s),6411,"Caught in running equipment or machinery during maintenance, cleaning ",339,"Heating, cooling, and cleaning machinery and appliances, n.e.c.",,
2016010661,1056759,1/23/2016,Marek Brothers,Marriott Marquis Hotel,1777 Walker St,HOUSTON,TEXAS,77010,29.75,-95.36,238310,1,0,,"An employee was installing drywall to the exterior of a building while working from a boom lift that was approximately 40 feet from the ground. A coworker got on the service elevator and went up.  The elevator made contact with the bottom of the boom cage, causing the employee's face to hit the rails of the cage. The employee was hospitalized with a fractured jaw.",111,Fractures,135,"Jaw, chin",424,"Fall onto or against object on same level, n.e.c.",3467,"Aerial lifts, scissor lifts-except truck-mounted",3462,Elevators
2016010662,1056078,1/23/2016,"Baten Steel Erectors, Inc.",6123 Headquarters Dr,,PLANO,TEXAS,75024,33.07,-96.8,238120,1,0,1120331,An employee was using an electric impact wrench to tighten bolts used to secure the lifts frame. He was found unresponsive with his head caught between the frame of the lift and the frame of the building. He underwent surgery for head trauma.,160,"Intracranial injuries, unspecified",111,Brain,640,"Caught in or compressed by equipment or objects, unspecified",3460,"Elevators, hoists, aerial lifts, personnel platforms-except truck-mounted, unspecified",620,"Building, unspecified"
2016010717,1057224,1/25/2016,WRIGHT CONSTRUCTION COMPANY,Trinity Falls Subdivision,County Road 164,MCKINNEY,TEXAS,75071,33.22,-96.66,237110,1,0,,"An employee was using a gas-powered cutoff saw to cut a 2-foot section out of a 42-inch diameter storm drain pipe when the saw kicked back. The saw blade struck and lacerated the employee's right facial cheek, requiring hospitalization.",132,"Cuts, lacerations",134,Cheek(s),6252,Injured by slipping or swinging object held by injured worker,7224,"Saws-powered, except chainsaws",,
2016010758,1057012,1/26/2016,"Pumpco,  Inc.",Bacacita Farm Rd,,ABILENE,TEXAS,79601,32.4,-99.71,237120,1,0,,"While a backhoe was pulling dirt into a hole, it caught the wire on a nearby barbed wired fence. The backhoe pulled the wire out, causing it to strike and break the leg of a nearby employee.",111,Fractures,510,"Leg(s), unspecified",629,"Struck by object or equipment, n.e.c.",6522,Barbed-wire fences,3211,"Backhoes, trackhoes"
2016010777,1057915,1/27/2016,Marek Brothers Company,9407 Fondern Road ,,HOUSTON,TEXAS,77074,29.67,-95.5,238140,1,0,,"A masonry contractor was helping to move a mattress in a home owner's 2nd floor condo.  The masonry contractor did not observe that a glassed area had the glass wall removed and he fell through the open area.  The employee was taken to hospital for a broken collarbone, three broken ribs and a head injury.",1839,"Fractures and other injuries, n.e.c.",899,"Multiple body parts, n.e.c.",4320,"Fall through surface or existing opening, unspecified",6621,Existing floor opening ,,
2016010795,1057242,1/27/2016,"J.T. Lanehart Electric Co., Inc.",14807 Raleigh's Meadow Ct.,,CYPRESS,TEXAS,77433,29.94,-95.71,238210,1,0,1121092,An employee was installing an electrical fixture when he fell from a 16-foot fiberglass A-frame ladder to the concrete floor below. He hit his head on the floor and was hospitalized.,160,"Intracranial injuries, unspecified",111,Brain,4333,Other fall to lower level 11 to 15 feet ,7422,Step ladders,,
2016010825,1058115,1/28/2016,Bilfinger Westcon Inc.,2800 Kay Bailey Hutchinson,,PORTLAND,TEXAS,78374,27.89,-97.31,238290,1,0,,"An employee was knocking the steel wedge out of the rigging. As he struck the steel wedge (10lb. 6 in. long), it shot out, struck the employee in the face, and  fractured it.",111,Fractures,130,"Face, unspecified",6241,"Struck by dislodged flying object, particle",7199,"Handtools-nonpowered, n.e.c.",,
2016010915,1058859,1/29/2016,"BOSWORTH STEEL ERECTORS, INC.",2080 North Central Expressway,,MCKINNEY,TEXAS,75069,33.22,-96.63,238120,1,0,1123443,Employee was hospitalized after burning his legs while welding structural steel. Hot slag caught the acetylene tank on fire.,1520,"Heat (thermal) burns, unspecified",510,"Leg(s), unspecified",317,"Ignition of vapors, gases, or liquids",1799,"Chemicals, n.e.c.",452,"Molten or hot metals, slag"
2016010857,1058340,1/30/2016,"Flintco, LLC",222 West Avenue,,AUSTIN,TEXAS,78701,30.26,-97.74,236220,0,1,,"Three workers were setting a cast iron tree grate in place. Two lifted the grate while a third placed wooden block underneath to prop it up. When the grate lowered, a worker's finger was caught between the grate and the block, resulting in the amputation of the right little finger from the fingertip to the second knuckle.",1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",6232,Struck by object or equipment dropped by other person,4134,Grates,,
2016020944,1059036,2/1/2016,Keystone Concrete Placement,2013 Goodrich Avenue,,AUSTIN,TEXAS,78704,30.25,-97.77,238110,1,0,,An employee was holding a concrete form stake when a coworker struck and crushed the employee's right thumb with a sledgehammer.,1971,Crushing injuries,4420,"Finger(s), fingernail(s), unspecified",6253,Injured by slipping or swinging object held by other person,7154,"Sledges, sledgehammers",,
2016020946,1058981,2/1/2016,"Bilfinger Westcon, Inc.",2800 Kay Bailey Hutchison Rd.,,PORTLAND,TEXAS,78374,27.89,-97.31,236220,1,0,,"An employee was walking on a catwalk to inspect the current job progress. While inspecting bolts, the employee fell 20 to 25 feet through the grating into a 2-feet-deep pool of water. The employee sustained rib and vertebrae fractures, a heel fracture, and a punctured buttock.",111,Fractures,899,"Multiple body parts, n.e.c.",4335,Other fall to lower level 21 to 25 feet ,6346,Catwalks,,
2016020957,1058926,2/1/2016,Win-Con Enterprises,1777 Walker St,Houston Marriott Marquis Hotel,HOUSTON,TEXAS,77010,29.75,-95.36,236210,1,1,,"An employee was working from the fifth floor, installing a 28'/2300-pound window with a hoist. The employee's finger got caught underneath the window and was partially amputated, requiring surgery.",1311,Amputations,4420,"Finger(s), fingernail(s), unspecified",642,Compressed or pinched by shifting objects or equipment,653,"Windows, openings",,
2016020966,1058772,2/1/2016,"Mechanical and Process Systems, LLC",105 East 24th Street,,AUSTIN,TEXAS,78705,30.28,-97.73,238220,1,0,,"An employee was descending a 12-foot attic ladder hen he slipped and fell approximately 4 feet, breaking his left leg below the knee.",111,Fractures,513,Lower leg(s),4331,Other fall to lower level less than 6 feet,741,Ladders-fixed,,
2016021019,1059490,2/2/2016,"Weeks Marine, Inc.",1000 CR 731,Brazos Harbor/Freeport Export Terminal,FREEPORT,TEXAS,77541,28.97,-95.35,236210,1,1,,"An employee was helping to install a marine loading arm.  As he stood near the base of the loading arm, the weight shifted and struck him, causing his right-hand index finger to be caught and amputated between the base of the loading arm and a piece of pipe.",1311,Amputations,4420,"Finger(s), fingernail(s), unspecified",642,Compressed or pinched by shifting objects or equipment,3499,"Material and personnel handling machinery, n.e.c.",4120,"Pipes, ducts, tubing, unspecified"
2016021785,1073585,2/3/2016,"MWH Constructors, Inc.",346 F.M. 984,,ENNIS,TEXAS,75120,32.29,-96.76,236210,1,0,1138799,An employee was finishing up concrete when concrete got into the top of the employee's boots and burned both feet.,1510,"Chemical burns and corrosions, unspecified",530,"Foot (feet), unspecified",5544,"Exposure through intact skin, eyes, or other exposed tissue",1122,"Cement, mortar mix-wet",,
2016021093,1060055,2/4/2016,Exxon Mobil,2805 Sycamore St,,BEAUMONT,TEXAS,77701,30.07,-94.1,237120,1,1,,"While performing pump repairs, an employee got his right middle finger pinched between the coupling extender on the pump and the discharge piping flange resulting in amputation of the right middle fingertip.",1311,Amputations,4422,Fingertip(s),640,"Caught in or compressed by equipment or objects, unspecified",3797,Pumps,,
2016021150,1060662,2/6/2016,TDIndustries,4151 Amon Carter Blvd,,FORT WORTH,TEXAS,76155,32.82,-97.05,236220,0,1,,"While rolling the belt onto or off a pulley, the employee's glove was caught in between the pulley cutting the right pinky.",1311,Amputations,4420,"Finger(s), fingernail(s), unspecified",642,Compressed or pinched by shifting objects or equipment,339,"Heating, cooling, and cleaning machinery and appliances, n.e.c.",,
2016021268,1061868,2/10/2016,BERG ELECTRIC CORPORATION,6301 Deauville Blvd,,MIDLAND,TEXAS,79706,31.95,-102.15,238210,1,0,,"After installing a light fixture, an employee fell off the ladder, suffering a compression fracture to the lower back and dislocating an elbow.",1834,Fractures and dislocations,899,"Multiple body parts, n.e.c.",4330,"Other fall to lower level, unspecified",7420,"Movable ladders, unspecified",,
2016021280,1061951,2/10/2016,"SENDERO POWER LINE CONSTRUCTION, INC.",Unknown,,JOURDANTON,TEXAS,78026,28.91,-98.55,237130,1,0,,"An employee was in the bucket of an aerial lift while it was being repaired. A stabilizing cable broke, the bucket tipped, and the employee fell to the ground. The bucket had been lowered down onto the truck during the repairs. The employee sustained a punctured lung, cracked ribs, and a broken collarbone.",194,Internal injuries to organs and blood vessels of the trunk,310,"Chest, except internal location of diseases or disorders",4330,"Other fall to lower level, unspecified",8422,"Boom truck, bucket or basket hoist truck",,
2016021311,1062640,2/11/2016,"Newtron Beaumont, LLC.",7665 Texas Hwy 73 ,,BEAUMONT,TEXAS,77705,29.99,-94.13,238210,1,0,1126555,"An employee was running a conduit when a byproduct of the plant fell off a conveyor belt into a hot water tank. The water splattered onto the employee, causing skin burns.",1521,First degree heat (thermal) burns,9999,Nonclassifiable,533,Contact with hot objects or substances,9521,Water,,
2016021313,1063792,2/11/2016,Skyline Roofing Houston,300 Bonterra Blvd,,MONTGOMERY,TEXAS,77316,30.32,-95.64,238160,1,0,1125505,"An employee went on the roof to clean plastic debris. He noticed a piece of plastic by the leading edge of the roof. When he attempted to remove it, he slipped and fell about 13 feet from the leading edge of the roof to hard-packed dirt below, breaking both legs. Fall protection was not worn at the time of the incident.",111,Fractures,510,"Leg(s), unspecified",4333,Other fall to lower level 11 to 15 feet ,6544,Roof edges,,
2016021361,1063006,2/13/2016,C.C. Forbes,Schroeder Lease,"Well Head #0107,08H",YORKTOWN,TEXAS,78164,28.98,-97.5,237120,1,0,,"A valve cap, under pressure, struck an employee in the upper left arm resulting in a fractured arm and flesh loss.",111,Fractures,420,"Arm(s), unspecified",6241,"Struck by dislodged flying object, particle",4919,"Caps, lids, covers, n.e.c.",,
2016021372,1062994,2/15/2016,Mortenson Construction,7234 Frye Rd. ,,MC CAMEY,TEXAS,79752,29.48,-100.92,237130,1,0,,"An employee was cleaning equipment, slipped in the mud, and fractured the right fibula.",111,Fractures,513,Lower leg(s),422,Fall on same level due to slipping ,6630,"Ground, unspecified",555,Mud
2016021406,1064786,2/15/2016,"Southcross Energy Partners GP, LLC",9210 E HWY 85,,PEARSALL,TEXAS,78061,28.89,-99.09,237120,1,0,1126226,A third party truck driver was loading natural gas condensate into his tank truck when an explosion occurred and injured the driver. He was hospitalized for burns to both hands and his back.,1520,"Heat (thermal) burns, unspecified",899,"Multiple body parts, n.e.c.",320,"Explosion, unspecified",9999,Nonclassifiable,162,Natural gas
2016021791,1069357,2/15/2016,Marek Brothers Systems Inc,5555 San Felipe,,HOUSTON,TEXAS,77056,29.75,-95.47,238310,1,0,1131031,"An employee got off a ladder to move the ladder and while pulling the ladder towards himself, the ladder struck his right shin resulting in a contusion.",143,"Bruises, contusions",513,Lower leg(s),6312,Struck against object or equipment while moving it,7420,"Movable ladders, unspecified",,
2016021431,1066741,2/16/2016,"Bomac Contractors, Ltd.",2366 Sulphur Plant Rd.,,BEAUMONT,TEXAS,77705,29.99,-94.13,237990,1,0,,An employee climbed up a 35' X 5' X 5' rebar column to attach the forms.  He cut loose two supports.  The column began to slowly roll and fell catching the employee's foot. The employee was admitted to the hospital for a contusion on the right foot.,143,"Bruises, contusions",530,"Foot (feet), unspecified",6239,"Struck by falling object or equipment, n.e.c.",659,"Structural elements, n.e.c.",,
2016021476,1065082,2/17/2016,NolTex Truss,6247 Navigation Blvd.,,HOUSTON,TEXAS,77011,29.74,-95.31,238130,1,0,,"A cart had been loaded with 2""x4""s.  The cart has two wheels in the middle, front, and back on both sides.  The day shift had used half of the lumber, pulling the lumber from one side.  Approximately 40 2""x4""s remained stacked on the other side of the cart.  The second shift employee started to move the cart to his saw, where he cuts the lumber to specified lengths.  As the employee was moving the cart, the cart fell over onto the employee's legs breaking both legs below the knee.",111,Fractures,513,Lower leg(s),6239,"Struck by falling object or equipment, n.e.c.",871,"Cart, dolly, hand truck-nonpowered",,
2016021478,1067376,2/17/2016,Hooper Drilling LLC,1334 Centerville Rd,,DALLAS,TEXAS,75218,32.84,-96.68,238910,1,1,,"While using a core drilling machine, an employee's hand was caught in the core drilling cylinder, amputating the right index finger.",1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",6412,Caught in running equipment or machinery during regular operation,3241,"Drilling machines, drilling augers",,
2016021481,1063887,2/17/2016,Hornback Construction Co.,"200 Goforth Road, Bldg 4",,KYLE,TEXAS,78640,30.02,-97.87,236116,2,0,1126741,"Two workers were passing windows from an elevated trash box on a forklift to a balcony and fell approximately 3 stories, suffering back and head injuries.",1972,"Soreness, pain, hurt-nonspecified injury",83,Head and trunk,4337,Other fall to lower level more than 30 feet,2119,"Containers-nonpressurized, n.e.c.",,
2016021541,1070193,2/18/2016,"IQI Construction, LLC",19001 Kermier,,WALLER,TEXAS,77484,30.07,-95.88,236115,2,0,1130919,"Employees were welding a wall plate to connect a structural steel member. The base of the member became unstable, and the structural steel started to fall, causing an employee sitting on a cross member to fall 15 feet to the ground below. A second employee was welding while standing in an aerial lift basket when the structural steel member fell and crashed down on the lift, slamming it to the ground. The employee suffered multiple blunt force trauma injuries and was hospitalized.",10,"Traumatic injuries and disorders, unspecified",9999,Nonclassifiable,4313,Fall from collapsing structure or equipment 11 to 15 feet ,6551,"Girders, beams, structural steel",,
2016021564,1064782,2/19/2016,"NORTHEAST TEXAS POWER, LTD.",CR 4908 1/2 Mile south of CR 4904,,LINDALE,TEXAS,75771,32.51,-95.41,238210,0,1,,"An employee's left pinky fingertip was amputated by a digger truck's rope drum, which was being used to pull a truck that was stuck.",1311,Amputations,4422,Fingertip(s),6412,Caught in running equipment or machinery during regular operation,899,"Vehicle, n.e.c",,
2016021568,1064500,2/19/2016,Tradesman International,2020 Civic Center Drive,,WAXAHACHIE,TEXAS,75165,32.42,-96.86,238130,1,0,,"While performing wood framing, an employee fell from a 10-foot ladder to the concrete floor, breaking ribs.",111,Fractures,310,"Chest, except internal location of diseases or disorders",4332,Other fall to lower level 6 to 10 feet,7420,"Movable ladders, unspecified",,
2016021571,1065329,2/19/2016,T&D Morvits & Co.,9835 Fisher Rd.,,VON ORMY,TEXAS,78073,29.22,-98.61,238110,1,0,1134894,"An employee was standing on top of a masonry wall, removing the wall forms, when a wall form fell. The employee's personal protective equipment was attached to the form. As the form fell, it also brought the employee down 10 feet to the ground below, crushing the employee's left hand, fracturing the spine, and causing lacerations.",1839,"Fractures and other injuries, n.e.c.",899,"Multiple body parts, n.e.c.",4332,Other fall to lower level 6 to 10 feet,659,"Structural elements, n.e.c.",,
2016021589,1064694,2/20/2016,Sansego Construction Services,9201 Circuit of the Americas Blvd,,AUSTIN,TEXAS,78717,30.49,-97.76,236220,1,0,,An employee was painting from the second step of a 4-foot step ladder when he fell backwards and hit the concrete floor. He suffered a bruise and was hospitalized.,143,"Bruises, contusions",9999,Nonclassifiable,4331,Other fall to lower level less than 6 feet,7422,Step ladders,,
2016021597,1065100,2/20/2016,"Larrett Energy Services, Inc.",Business I-20 and FM 516,,BARSTOW,TEXAS,79719,31.45,-103.39,237120,2,0,1128175,"Two employees were installing a protective goal post for overhead power lines when the post made contact with the energized line, causing the employees to receive an electrical shock.",193,"Electrocutions, electric shocks",6,BODY SYSTEMS,5122,"Indirect exposure to electricity, greater than 220 volts",4419,"Electric parts, n.e.c.",4415,"Power lines, transformers, convertors"
